,file_name,image_data_grayscale,file_format,image_shape,label
10,COVID-1007.png,"[[139 142 144 ...   0   0   0]
 [136 139 143 ...   2   2   1]
 [132 135 139 ...   4   4   3]
 ...
 [  3   1   3 ...  70  62  57]
 [  4   1   1 ...  70  62  57]
 [  5   2   1 ...  70  62  57]]",PNG,"(299, 299)",COVID
11,COVID-1008.png,"[[ 62  64  66 ...  22  21  19]
 [ 57  56  57 ...  23  22  20]
 [ 51  50  50 ...  24  23  21]
 ...
 [111 112 111 ... 130 129 129]
 [111 113 112 ... 118 115 111]
 [109 112 113 ...  50  43  33]]",PNG,"(299, 299)",COVID
12,COVID-1009.png,"[[191 155  98 ... 121 170 118]
 [175  98  49 ... 164 236 155]
 [114  47  23 ... 172 249 162]
 ...
 [ 34   6   0 ...   0   6  34]
 [ 34   6   0 ...   0   6  34]
 [ 34   6   0 ...   0   6  34]]",PNG,"(299, 299)",COVID
13,COVID-101.png,"[[194 193 190 ... 149 149 149]
 [132 131 128 ...  67  67  67]
 [ 55  54  53 ...  11  11  11]
 ...
 [  1   1   1 ...  10   5   2]
 [  1   1   1 ...  10   5   2]
 [  1   1   1 ...  10   5   2]]",PNG,"(299, 299)",COVID
14,COVID-1010.png,"[[ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 ...
 [ 2  9 10 ...  0  0  0]
 [ 5 10  9 ...  0  0  0]
 [ 7 11  8 ...  0  0  0]]",PNG,"(299, 299)",COVID
15,COVID-1011.png,"[[ 71  67  60 ...  54  49  36]
 [ 78  70  61 ...  69  60  38]
 [ 47  40  39 ...  72  63  38]
 ...
 [150 151 154 ...  88  86  56]
 [142 144 146 ...  81  79  53]
 [ 99 100 101 ...  60  58  42]]",PNG,"(299, 299)",COVID
16,COVID-1012.png,"[[ 53  53  54 ...  53  54  55]
 [ 62  63  64 ...  51  52  54]
 [ 65  65  66 ...  48  50  52]
 ...
 [ 39  99 117 ...  31  31  30]
 [ 47 102 119 ...  31  30  31]
 [ 61 101 112 ...  28  28  31]]",PNG,"(299, 299)",COVID
17,COVID-1013.png,"[[134 140 147 ...   0   0   0]
 [131 138 146 ...   0   0   0]
 [136 142 150 ...   0   0   0]
 ...
 [  3   2   2 ...   0   0   0]
 [  3   2   2 ...   0   0   0]
 [  3   2   2 ...   0   0   0]]",PNG,"(299, 299)",COVID
18,COVID-1014.png,"[[ 25  25  25 ...  25  25  25]
 [ 22  22  22 ...  22  22  22]
 [ 22  22  22 ...  21  22  23]
 ...
 [ 33  80 105 ...  57  58  91]
 [ 29  75  97 ...  51  52  84]
 [ 27  56  69 ...  40  41  62]]",PNG,"(299, 299)",COVID
19,COVID-1015.png,"[[ 34   6   0 ...   0   6  34]
 [ 34   6   0 ...   0   6  34]
 [ 34   6   0 ...   0   6  34]
 ...
 [ 34   6   0 ... 251 211  55]
 [ 34   6   0 ... 255 212  55]
 [ 34   6   0 ... 255 211  55]]",PNG,"(299, 299)",COVID
20,COVID-1016.png,"[[  1   1   1 ...   0   0   0]
 [  1   1   1 ...   0   0   0]
 [  1   1   1 ...   0   0   0]
 ...
 [177 179 184 ...   0   0   0]
 [133 134 138 ...   0   0   0]
 [ 50  51  54 ...   0   0   0]]",PNG,"(299, 299)",COVID
21,COVID-1017.png,"[[ 33  33  33 ...  27  27  29]
 [ 23  24  24 ...  16  17  21]
 [ 22  24  24 ...  14  15  20]
 ...
 [ 94 141 163 ... 198 200 203]
 [ 87 135 155 ... 190 191 192]
 [ 64  95 106 ... 128 129 130]]",PNG,"(299, 299)",COVID
22,COVID-1018.png,"[[17  9  8 ... 20 21 28]
 [17  9  8 ... 20 21 28]
 [17  9  8 ... 19 20 27]
 ...
 [15  9  8 ... 15 16 23]
 [15  9  8 ... 15 16 23]
 [15  8  7 ... 15 16 23]]",PNG,"(299, 299)",COVID
23,COVID-1019.png,"[[152 115  72 ...  72  80  85]
 [135 100  58 ...  39  46  50]
 [119  85  45 ...  12  18  22]
 ...
 [ 14  12   9 ... 187 188 189]
 [ 17  15  11 ... 189 190 191]
 [ 18  16  12 ... 190 192 193]]",PNG,"(299, 299)",COVID
24,COVID-102.png,"[[ 51  51  51 ...  50  51  50]
 [ 51  51  51 ...  52  53  51]
 [ 52  52  52 ...  55  56  54]
 ...
 [254 254 254 ...  87  83  78]
 [255 255 255 ...  88  84  80]
 [253 253 253 ... 102  98  94]]",PNG,"(299, 299)",COVID
25,COVID-1020.png,"[[ 40  45  47 ...  32  31  31]
 [ 41  43  45 ...  36  35  35]
 [ 41  43  47 ...  40  39  39]
 ...
 [126 124 136 ... 132 117 116]
 [125 125 136 ... 132 120 120]
 [125 125 134 ... 133 122 121]]",PNG,"(299, 299)",COVID
26,COVID-1021.png,"[[196 185 179 ...   0   6  37]
 [193 183 180 ...   0   6  37]
 [199 190 189 ...   0   6  37]
 ...
 [212 204 202 ...   0   5  32]
 [216 209 206 ...  11  17  42]
 [229 223 222 ...  71  76  99]]",PNG,"(299, 299)",COVID
27,COVID-1022.png,"[[  2   1   1 ...   0   0   0]
 [  1   1   1 ...   0   0   0]
 [  1   1   1 ...   0   0   0]
 ...
 [105 112 122 ...   0   1   2]
 [109 116 126 ...   0   1   2]
 [112 119 129 ...   0   1   3]]",PNG,"(299, 299)",COVID
28,COVID-1023.png,"[[ 20  19  15 ...  32  31  29]
 [ 18  14  15 ...  31  31  31]
 [ 14  18  24 ...  30  30  31]
 ...
 [147 153 158 ... 154 151 148]
 [147 155 160 ... 153 152 149]
 [150 157 162 ... 153 152 149]]",PNG,"(299, 299)",COVID
29,COVID-1024.png,"[[  0   0   0 ...   0  24 147]
 [  0   0   0 ...   0  23 140]
 [  0   0   0 ...   0  22 134]
 ...
 [  1   2   3 ...   4  10  20]
 [  1   2   3 ...   4  12  22]
 [  1   2   3 ...   3  14  44]]",PNG,"(299, 299)",COVID
30,COVID-1025.png,"[[ 92  92  90 ...   3   3   3]
 [ 91  91  89 ...   2   2   2]
 [ 89  89  87 ...   1   1   1]
 ...
 [212 212 209 ... 106 102 100]
 [214 214 211 ... 114 110 108]
 [215 215 212 ... 121 116 113]]",PNG,"(299, 299)",COVID
31,COVID-1026.png,"[[  8   7   7 ...   8  11  10]
 [  5   4   4 ...   8  11   9]
 [  8   8   7 ...   7  10   8]
 ...
 [154 160 169 ... 168 159 157]
 [153 162 170 ... 169 160 159]
 [155 164 169 ... 169 162 161]]",PNG,"(299, 299)",COVID
32,COVID-1027.png,"[[ 37   6   0 ...   0   6  38]
 [ 37   6   0 ...   0   6  37]
 [ 35   6   0 ...   0   6  37]
 ...
 [162  26   0 ...   0   5  32]
 [179  39   5 ...  53  59  84]
 [219  96  66 ... 242 242 244]]",PNG,"(299, 299)",COVID
33,COVID-1028.png,"[[  0   0   0 ... 148 161 170]
 [  0   0   0 ... 172 177 180]
 [  0   0   0 ... 186 187 188]
 ...
 [ 73  74  73 ... 219 219 219]
 [ 73  73  72 ... 219 219 219]
 [ 73  72  71 ... 219 219 219]]",PNG,"(299, 299)",COVID
34,COVID-1029.png,"[[ 11  14  14 ...  13  13  13]
 [ 11  14  14 ...  13  13  13]
 [ 11  14  14 ...  12  13  13]
 ...
 [173 180 188 ... 173 174 172]
 [173 180 189 ... 174 173 171]
 [171 178 188 ... 173 174 172]]",PNG,"(299, 299)",COVID
35,COVID-103.png,"[[22 22 22 ... 22 22 22]
 [ 4  4  4 ...  4  4  4]
 [ 0  0  0 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 4  4  4 ...  4  4  4]
 [22 22 22 ... 22 22 22]]",PNG,"(299, 299)",COVID
36,COVID-1030.png,"[[10  3  2 ... 11 12 19]
 [10  3  0 ... 11 12 19]
 [10  0  7 ... 11 12 19]
 ...
 [10  2  1 ...  8  9 17]
 [10  2  1 ...  8  9 16]
 [10  2  1 ...  8  9 17]]",PNG,"(299, 299)",COVID
37,COVID-1031.png,"[[104 103 102 ... 171 172 173]
 [102 101 100 ... 172 172 173]
 [ 98  97  97 ... 172 173 173]
 ...
 [  0   2   2 ... 201 201 201]
 [  2   2   2 ... 202 202 202]
 [  4   2   0 ... 203 203 203]]",PNG,"(299, 299)",COVID
38,COVID-1032.png,"[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [ 31  35  39 ... 158 157 157]
 [ 29  35  39 ... 157 156 156]
 [ 27  32  37 ... 158 157 157]]",PNG,"(299, 299)",COVID
39,COVID-1033.png,"[[37  6  0 ...  0  6 37]
 [37  6  0 ...  0  6 37]
 [35  6  0 ...  0  6 37]
 ...
 [32  5  0 ...  0  5 32]
 [42 17 11 ... 11 17 42]
 [99 76 71 ... 71 76 99]]",PNG,"(299, 299)",COVID
40,COVID-1034.png,"[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ... 172 169 168]
 [  0   0   0 ... 172 170 169]
 [  0   0   0 ... 173 170 169]]",PNG,"(299, 299)",COVID
41,COVID-1035.png,"[[  6   4   5 ...  26  25  16]
 [  5   4   3 ...  28  26  17]
 [  3   3   4 ...  30  29  19]
 ...
 [ 29  30  29 ... 135 133  48]
 [ 29  29  30 ... 120 103  44]
 [ 29  29  30 ...  99  84  43]]",PNG,"(299, 299)",COVID
42,COVID-1036.png,"[[149 133 128 ...   0   0   0]
 [ 24  22  21 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [  1   0   0 ... 101  75  50]
 [  1   0   0 ...  99  73  47]
 [  1   0   0 ... 100  74  46]]",PNG,"(299, 299)",COVID
43,COVID-1037.png,"[[ 2  2  2 ...  1  1  1]
 [ 3  3  3 ...  1  1  1]
 [ 2  3  3 ...  1  1  1]
 ...
 [29 43 51 ... 10 18  9]
 [26 39 48 ...  6  6  0]
 [20 29 38 ...  1  2  0]]",PNG,"(299, 299)",COVID
44,COVID-1038.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",PNG,"(299, 299)",COVID
45,COVID-1039.png,"[[21 17 10 ... 12 13 14]
 [11  8  4 ...  7  9 10]
 [ 4  2  0 ...  2  5  6]
 ...
 [33 33 37 ...  1  2  0]
 [47 41 38 ...  1  2  0]
 [61 51 43 ...  1  2  0]]",PNG,"(299, 299)",COVID
46,COVID-104.png,"[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [158 158 158 ... 132 132 131]
 [158 158 158 ... 132 132 131]
 [158 158 158 ... 132 132 131]]",PNG,"(299, 299)",COVID
47,COVID-1040.png,"[[  1   1   1 ...  11  28  62]
 [  1   1   2 ...  11  27  61]
 [  1   1   2 ...  13  31  64]
 ...
 [141 146 150 ... 182 180 183]
 [137 142 146 ... 185 185 186]
 [133 136 140 ... 189 189 185]]",PNG,"(299, 299)",COVID
48,COVID-1041.png,"[[232 230 229 ...   0   0   0]
 [229 227 226 ...   0   0   0]
 [228 228 227 ...   0   0   0]
 ...
 [242 202 194 ... 189 189 188]
 [242 200 192 ... 202 202 202]
 [244 198 179 ... 249 249 249]]",PNG,"(299, 299)",COVID
49,COVID-1042.png,"[[143 148 154 ...  47  49  50]
 [138 143 149 ...  23  25  26]
 [135 139 143 ...   7   8  10]
 ...
 [207 203 199 ... 163 164 165]
 [207 203 199 ... 166 167 168]
 [207 203 199 ... 167 169 170]]",PNG,"(299, 299)",COVID
50,COVID-1043.png,"[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   1 ...   0   0   0]
 ...
 [ 96 136 152 ... 108 102  75]
 [ 95 132 148 ... 104  98  71]
 [ 71  99 112 ...  76  71  53]]",PNG,"(299, 299)",COVID
51,COVID-1044.png,"[[  0   0   0 ...   0   4  24]
 [  0   0   0 ...   0   1   4]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0  25 152]
 [  0   0   0 ...   0  25 153]
 [  0   0   0 ...   0  25 154]]",PNG,"(299, 299)",COVID
52,COVID-1045.png,"[[38 22 14 ... 31 31 30]
 [30 13  6 ... 26 22 20]
 [25  8  2 ... 27 21 16]
 ...
 [26 10  1 ...  0  0  0]
 [26 10  1 ...  0  0  0]
 [26 10  1 ...  0  0  0]]",PNG,"(299, 299)",COVID
53,COVID-1046.png,"[[ 58  57  57 ...  56  56  56]
 [ 55  57  56 ...  56  56  56]
 [ 55  56  56 ...  56  57  57]
 ...
 [198 200 200 ...  57  56  56]
 [199 200 201 ...  56  56  56]
 [199 200 201 ...  56  56  56]]",PNG,"(299, 299)",COVID
54,COVID-1047.png,"[[ 15   7   6 ...   2   3  11]
 [ 14   7   6 ...   2   3  10]
 [ 14   7   6 ...   2   3  10]
 ...
 [106 100  98 ...   1   1   8]
 [105  99  98 ...   1   1   8]
 [103  99  98 ...   1   1   8]]",PNG,"(299, 299)",COVID
55,COVID-1048.png,"[[154 155 159 ... 105 105 106]
 [156 157 159 ...  56  56  57]
 [155 156 159 ...  14  14  15]
 ...
 [223 221 214 ...   2   2   2]
 [223 221 214 ...   2   2   2]
 [223 221 214 ...   2   2   2]]",PNG,"(299, 299)",COVID
56,COVID-1049.png,"[[ 28  17  11 ...  10  10  10]
 [161  83  48 ...  47  47  47]
 [211 106  60 ...  59  59  58]
 ...
 [205 165 180 ... 158 147 130]
 [205 165 180 ... 157 144 124]
 [205 165 180 ... 158 146 123]]",PNG,"(299, 299)",COVID
57,COVID-105.png,"[[ 11  12  13 ... 101 105 108]
 [ 13  14  16 ... 100 102 105]
 [ 14  15  18 ...  99 100 102]
 ...
 [253 253 253 ... 150 146 140]
 [227 229 228 ... 154 150 144]
 [169 172 171 ... 169 167 162]]",PNG,"(299, 299)",COVID
58,COVID-1050.png,"[[37  6  0 ...  0  6 37]
 [37  6  0 ...  0  6 37]
 [35  6  0 ...  0  6 37]
 ...
 [32  5  0 ...  0  5 32]
 [42 17 11 ... 11 17 42]
 [99 76 71 ... 71 76 99]]",PNG,"(299, 299)",COVID
59,COVID-1051.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [5 5 5 ... 0 0 0]
 [6 6 6 ... 0 0 0]
 [7 7 7 ... 0 0 0]]",PNG,"(299, 299)",COVID
60,COVID-1052.png,"[[ 0  0  0 ...  0 11 54]
 [ 0  0  0 ...  0 10 53]
 [ 0  0  0 ...  0  9 52]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",PNG,"(299, 299)",COVID
61,COVID-1053.png,"[[ 27  26  27 ... 171 171 170]
 [ 30  29  30 ... 192 193 191]
 [ 29  29  29 ... 195 195 194]
 ...
 [124 131 138 ... 245 241 245]
 [122 129 135 ... 241 236 240]
 [108 114 120 ... 215 211 215]]",PNG,"(299, 299)",COVID
62,COVID-1054.png,"[[112  56  12 ...  92  89  86]
 [199 146  86 ...  89  85  83]
 [248 221 170 ...  84  79  79]
 ...
 [254 254 254 ... 183 183 184]
 [254 254 254 ... 134 134 135]
 [255 255 255 ... 127 127 128]]",PNG,"(299, 299)",COVID
63,COVID-1055.png,"[[  0   1   1 ...   3   2   2]
 [  0   1   1 ...   4   3   3]
 [  0   1   1 ...   6   6   4]
 ...
 [  2   1   5 ... 191 182 138]
 [  2   2   2 ... 187 177 134]
 [  2   1   0 ... 145 137 105]]",PNG,"(299, 299)",COVID
64,COVID-1056.png,"[[ 8  1  0 ...  0  1  8]
 [ 8  1  0 ...  0  1  8]
 [ 8  1  0 ...  0  1  8]
 ...
 [ 8  1  0 ... 11  7 11]
 [ 8  1  0 ... 11  7 11]
 [ 8  1  0 ... 11  8 10]]",PNG,"(299, 299)",COVID
65,COVID-1057.png,"[[32 33 36 ... 73 70 69]
 [32 33 35 ... 73 70 68]
 [31 32 35 ... 73 70 68]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",PNG,"(299, 299)",COVID
66,COVID-1058.png,"[[ 52  67  64 ...   1   1   1]
 [ 69  89  85 ...   1   1   1]
 [ 72  92  88 ...   0   1   0]
 ...
 [141 168 164 ...  14   5   0]
 [137 164 160 ...  14   5   0]
 [105 125 123 ...  10   5   0]]",PNG,"(299, 299)",COVID
67,COVID-1059.png,"[[168 104  68 ... 108 117 164]
 [168 104  68 ...  50  62 126]
 [167 102  66 ...  15  28 104]
 ...
 [106  33  20 ... 104 123 167]
 [111  41  28 ... 105 129 172]
 [120  54  43 ... 108 134 179]]",PNG,"(299, 299)",COVID
68,COVID-106.png,"[[  0   0   0 ...   0  24 151]
 [  0   0   0 ...   0  23 145]
 [  0   0   0 ...   0  23 143]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   1]
 [  0   0   0 ...   0   1   4]]",PNG,"(299, 299)",COVID
69,COVID-1060.png,"[[ 1  3  5 ... 13 12 11]
 [ 1  2  4 ... 13 12 11]
 [ 1  2  4 ... 13 12 11]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",PNG,"(299, 299)",COVID
70,COVID-1061.png,"[[  0   0   0 ...   8   8   5]
 [  0   0   0 ...  16  14   8]
 [  0   0   0 ...  17  18  11]
 ...
 [ 89 115 108 ... 210 193  99]
 [ 86 114 107 ... 203 187  97]
 [ 66  86  83 ... 152 140  72]]",PNG,"(299, 299)",COVID
71,COVID-1062.png,"[[43 63 83 ... 50 48 59]
 [48 63 84 ... 50 48 64]
 [45 57 80 ... 50 52 67]
 ...
 [47 49 65 ... 49 49 61]
 [46 50 64 ... 48 48 60]
 [46 51 64 ... 48 49 60]]",PNG,"(299, 299)",COVID
72,COVID-1063.png,"[[101 103 107 ... 196 184 175]
 [103 104 107 ... 189 175 166]
 [110 111 112 ... 181 169 162]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",PNG,"(299, 299)",COVID
73,COVID-1064.png,"[[ 60  70  68 ...   0   0   0]
 [ 72  84  83 ...   0   0   0]
 [ 70  85  85 ...   0   0   0]
 ...
 [  0   0  48 ... 107 101  79]
 [  0   0  46 ... 105 100  79]
 [  0   0  34 ...  80  75  59]]",PNG,"(299, 299)",COVID
74,COVID-1065.png,"[[  6   6   6 ...  35  36  38]
 [  7   7   6 ...  38  39  40]
 [ 19  17  16 ...  38  38  39]
 ...
 [165 165 170 ...  30  30  30]
 [163 163 169 ...  29  29  30]
 [146 146 150 ...  27  27  27]]",PNG,"(299, 299)",COVID
75,COVID-1066.png,"[[248 236 234 ... 243 243 244]
 [161 145 136 ... 171 169 169]
 [113  90  76 ... 118 115 114]
 ...
 [250 247 247 ... 247 246 245]
 [255 255 255 ... 255 255 255]
 [253 252 252 ... 255 254 254]]",PNG,"(299, 299)",COVID
76,COVID-1067.png,"[[  1   2   2 ...   4   4   3]
 [  2   3   3 ...   4   4   3]
 [  3   3   3 ...   3   4   3]
 ...
 [  2   3   3 ... 120 111  88]
 [  2   3   3 ... 115 106  85]
 [  2   2   3 ...  89  83  65]]",PNG,"(299, 299)",COVID
77,COVID-1068.png,"[[ 22  22  22 ...  28  29  31]
 [ 25  24  24 ...  31  32  33]
 [ 25  23  23 ...  30  31  32]
 ...
 [ 36  34  32 ... 135 124 111]
 [ 35  33  31 ... 134 123 110]
 [ 32  30  28 ... 120 112 101]]",PNG,"(299, 299)",COVID
78,COVID-1069.png,"[[101 103 105 ...  61  57  55]
 [111 113 114 ...  67  62  58]
 [122 122 123 ...  74  64  56]
 ...
 [181 180 180 ... 184 181 177]
 [179 178 178 ... 182 178 174]
 [178 177 177 ... 181 176 172]]",PNG,"(299, 299)",COVID
79,COVID-107.png,"[[ 1  1  1 ...  3  5  1]
 [ 1  1  1 ...  7  8  1]
 [ 1  1  1 ...  5  6  0]
 ...
 [ 2  4  3 ...  6  1  0]
 [ 0  3  4 ...  7  3  5]
 [ 1  5  4 ...  2  6 13]]",PNG,"(299, 299)",COVID
80,COVID-1070.png,"[[  1   2   2 ...   0   0   0]
 [  2   3   3 ...   0   0   0]
 [  2   3   4 ...   0   0   0]
 ...
 [120 149 155 ...   0   0   0]
 [120 149 153 ...   0   0   0]
 [ 93 116 120 ...   0   0   0]]",PNG,"(299, 299)",COVID
81,COVID-1071.png,"[[ 34  32  33 ...  48  51  57]
 [ 35  33  32 ...  47  50  57]
 [ 35  33  31 ...  46  49  56]
 ...
 [  2  14  65 ... 140 134 119]
 [  6   5  56 ... 137 131 117]
 [  7   0  41 ... 127 121 111]]",PNG,"(299, 299)",COVID
82,COVID-1072.png,"[[ 66  61  53 ... 168 165 163]
 [106 102  96 ... 159 155 152]
 [156 155 152 ... 155 150 146]
 ...
 [189 192 192 ... 192 193 193]
 [185 189 190 ... 185 188 189]
 [191 198 200 ... 190 191 193]]",PNG,"(299, 299)",COVID
83,COVID-1073.png,"[[ 1  1  1 ...  0  0  0]
 [ 1  1  1 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 ...
 [30 47 53 ... 22 16 11]
 [28 44 52 ... 19 14 10]
 [22 33 42 ... 15 11  8]]",PNG,"(299, 299)",COVID
84,COVID-1074.png,"[[ 23  23  23 ...  22  22  23]
 [ 25  25  25 ...  24  24  25]
 [ 26  26  26 ...  23  24  24]
 ...
 [ 30  31  33 ... 100  66  44]
 [ 30  29  30 ...  98  65  44]
 [ 27  27  27 ...  88  61  41]]",PNG,"(299, 299)",COVID
85,COVID-1075.png,"[[149  63  12 ...   0   3   4]
 [157  59  11 ...   0   4   3]
 [165  59   9 ...  52  59  60]
 ...
 [151  65  18 ...  14  34  78]
 [179 118  87 ...  84  90 107]
 [248 213 206 ... 212 213 215]]",PNG,"(299, 299)",COVID
86,COVID-1076.png,"[[ 49  98 105 ... 104 104 105]
 [ 49  98 105 ... 104 104 105]
 [ 48  98 105 ... 104 103 104]
 ...
 [ 73 170 191 ... 187 195 200]
 [ 74 171 192 ... 186 193 198]
 [ 74 172 192 ... 185 192 196]]",PNG,"(299, 299)",COVID
87,COVID-1077.png,"[[123  99  81 ...   5   5   3]
 [121  97  79 ...   6   6   5]
 [120  95  77 ...   6   7   6]
 ...
 [ 99  86  77 ...  99  81  59]
 [101  90  82 ... 102  84  63]
 [105  96  88 ... 105  86  67]]",PNG,"(299, 299)",COVID
88,COVID-1078.png,"[[ 92  60  42 ...  63  56  45]
 [ 77  39  16 ...  37  28  14]
 [ 66  26   4 ...  33  22   8]
 ...
 [160 146 143 ... 136 130 125]
 [154 140 137 ... 130 126 121]
 [148 134 131 ... 124 120 115]]",PNG,"(299, 299)",COVID
89,COVID-1079.png,"[[109 106 106 ...  14  16  28]
 [102  97 101 ...  16  17  29]
 [100  93  96 ...  20  21  28]
 ...
 [191 188 188 ... 149 150 151]
 [193 191 188 ... 158 156 156]
 [163 162 161 ... 150 149 150]]",PNG,"(299, 299)",COVID
90,COVID-108.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",PNG,"(299, 299)",COVID
91,COVID-1080.png,"[[12  5  4 ...  0  1  8]
 [12  4  4 ...  0  1  8]
 [12  5  4 ...  0  1  8]
 ...
 [58 45 37 ... 67 55 56]
 [56 42 33 ... 68 56 57]
 [55 42 32 ... 70 58 58]]",PNG,"(299, 299)",COVID
92,COVID-1081.png,"[[ 12  10  11 ...  18 108 237]
 [  6   9  12 ...  18 108 237]
 [  1   7   8 ...  18 108 237]
 ...
 [ 31  35  35 ...  31 110 236]
 [ 82  86  86 ...  86 139 233]
 [179 184 185 ... 179 195 250]]",PNG,"(299, 299)",COVID
93,COVID-1082.png,"[[  0   0   0 ... 188 191 194]
 [  0   0   0 ... 186 186 189]
 [  0   0   0 ... 180 180 184]
 ...
 [ 49  54  57 ...  48  37  16]
 [ 44  48  51 ...  52  36  11]
 [ 39  42  44 ...  38  36  31]]",PNG,"(299, 299)",COVID
94,COVID-1083.png,"[[27 27 27 ... 31 31 31]
 [29 29 29 ... 33 34 34]
 [30 30 30 ... 34 34 34]
 ...
 [32 33 33 ... 89 81 55]
 [31 32 32 ... 91 79 58]
 [28 30 29 ... 83 71 56]]",PNG,"(299, 299)",COVID
